a	/a/
abarbechada	/aβaɾβetʃaða/
abarbechadas	/aβaɾβetʃaðas/
abarbechado	/aβaɾβetʃaðo/
abarbechados	/aβaɾβetʃaðos/
abarbecháis	/aβaɾβeˈtʃais/
abarbechamos	/aβaɾβetʃamos/
abarbechan	/aβaɾβetʃan/
abarbechando	/aβaɾβetʃando/
abarbechar	/aβaɾβetʃaɾ/
abarbechará	/aβaɾβetʃaˈɾa/
abarbechara	/aβaɾβetʃaɾa/
abarbecharais	/aβaɾβetʃaɾais/
abarbecháramos	/aβaɾβeˈtʃaɾamos/
abarbecharán	/aβaɾβetʃaˈɾan/
abarbecharan	/aβaɾβetʃaɾan/
abarbecharás	/aβaɾβetʃaˈɾas/
abarbecharas	/aβaɾβetʃaɾas/
abarbecharé	/aβaɾβetʃaˈɾe/
abarbechare	/aβaɾβetʃaɾe/
abarbecharéis	/aβaɾβetʃaˈɾeis/
abarbechareis	/aβaɾβetʃaɾeis/
abarbecháremos	/aβaɾβeˈtʃaɾemos/
abarbecharemos	/aβaɾβetʃaɾemos/
abarbecharen	/aβaɾβetʃaɾen/
abarbechares	/aβaɾβetʃaɾes/
abarbecharía	/aβaɾβetʃaˈɾia/
abarbecharíais	/aβaɾβetʃaˈɾiais/
abarbecharíamos	/aβaɾβetʃaˈɾiamos/
abarbecharían	/aβaɾβetʃaˈɾian/
abarbecharías	/aβaɾβetʃaˈɾias/
abarbecharon	/aβaɾβetʃaɾon/
abarbechas	/aβaɾβetʃas/
abarbechase	/aβaɾβetʃase/
abarbechaseis	/aβaɾβetʃaseis/
abarbechásemos	/aβaɾβeˈtʃasemos/
abarbechasen	/aβaɾβetʃasen/
abarbechases	/aβaɾβetʃases/
abarbechaste	/aβaɾβetʃaste/
abarbechasteis	/aβaɾβetʃasteis/
abarbeché	/aβaɾβeˈtʃe/
abarbeche	/aβaɾβetʃe/
abarbechéis	/aβaɾβeˈtʃeis/
abarbechemos	/aβaɾβetʃemos/
abarbechen	/aβaɾβetʃen/
abarbeches	/aβaɾβetʃes/
abarbechó	/aβaɾβeˈtʃo/
abarbecho	/aβaɾβetʃo/
abarca	/aβaɾka/
abarcaba	/aβaɾkaβa/
abarcabais	/aβaɾkaβais/
abarcábamos	/aβaˈɾkaβamos/
abarcaban	/aβaɾkaβan/
abarcabas	/aβaɾkaβas/
abarcable	/aβaɾkaβle/
abarcables	/aβaɾkaβles/
abarcad	/aβaɾkað/
abarcada	/aβaɾkaða/
abarcadas	/aβaɾkaðas/
abarcado	/aβaɾkaðo/
abarcador	/aβaɾkaðoɾ/
abarcadora	/aβaɾkaðoɾa/
abarcadoras	/aβaɾkaðoɾas/
abarcadores	/aβaɾkaðoɾes/
abarcados	/aβaɾkaðos/
abarcadura	/aβaɾkaðuɾa/
abarcaduras	/aβaɾkaðuɾas/
abarcáis	/aβaˈɾkais/
abarcamiento	/aβaɾkamjento/
abarcamientos	/aβaɾkamjentos/
abarcamos	/aβaɾkamos/
abarcan	/aβaɾkan/
abarcando	/aβaɾkando/
abarcándola	/aβaˈɾkandola/
abarcándolas	/aβaˈɾkandolas/
abarcándole	/aβaˈɾkandole/
abarcándoles	/aβaˈɾkandoles/
abarcándolo	/aβaˈɾkandolo/
abarcándolos	/aβaˈɾkandolos/
abarcar	/aβaɾkaɾ/
abarcará	/aβaɾkaˈɾa/
abarcara	/aβaɾkaɾa/
abarcarais	/aβaɾkaɾais/
abarcáramos	/aβaˈɾkaɾamos/
abarcarán	/aβaɾkaˈɾan/
abarcaran	/aβaɾkaɾan/
abarcarás	/aβaɾkaˈɾas/
abarcaras	/aβaɾkaɾas/
abarcaré	/aβaɾkaˈɾe/
abarcare	/aβaɾkaɾe/
abarcaréis	/aβaɾkaˈɾeis/
abarcareis	/aβaɾkaɾeis/
abarcáremos	/aβaˈɾkaɾemos/
abarcaremos	/aβaɾkaɾemos/
abarcaren	/aβaɾkaɾen/
abarcares	/aβaɾkaɾes/
abarcaría	/aβaɾkaˈɾia/
abarcaríais	/aβaɾkaˈɾiais/
abarcaríamos	/aβaɾkaˈɾiamos/
abarcarían	/aβaɾkaˈɾian/
abarcarías	/aβaɾkaˈɾias/
abarcarla	/aβaɾkaɾla/
abarcarlas	/aβaɾkaɾlas/
abarcarle	/aβaɾkaɾle/
abarcarles	/aβaɾkaɾles/
abarcarlo	/aβaɾkaɾlo/
abarcarlos	/aβaɾkaɾlos/
abarcaron	/aβaɾkaɾon/
abarcas	/aβaɾkas/
abarcase	/aβaɾkase/
abarcaseis	/aβaɾkaseis/
abarcásemos	/aβaˈɾkasemos/
abarcasen	/aβaɾkasen/
abarcases	/aβaɾkases/
abarcaste	/aβaɾkaste/
abarcasteis	/aβaɾkasteis/
abarcó	/aβaˈɾko/
abarco	/aβaɾko/
abarcón	/aβaˈɾkon/
abarcones	/aβaɾkones/
abaré	/aβaˈɾe/
abare	/aβaɾe/
abaréis	/aβaˈɾeis/
abareis	/aβaɾeis/
abáremos	/aˈβaɾemos/
abaremos	/aβaɾemos/
abaren	/aβaɾen/
abares	/aβaɾes/
abaría	/aβaˈɾia/
abaríais	/aβaˈɾiais/
abaríamos	/aβaˈɾiamos/
abarían	/aβaˈɾian/
abarías	/aβaˈɾias/
abarme	/aβaɾme/
abarnos	/aβaɾnos/
abaron	/aβaɾon/
abaros	/aβaɾos/
abarqué	/aβaˈɾke/
abarque	/aβaɾke/
abarquéis	/aβaˈɾkeis/
abarquemos	/aβaɾkemos/
abarquen	/aβaɾken/
abarquera	/aβaɾkeɾa/
abarqueras	/aβaɾkeɾas/
abarquero	/aβaɾkeɾo/
abarqueros	/aβaɾkeɾos/
abarques	/aβaɾkes/
abarquilla	/aβaɾkiʎa/
abarquillaba	/aβaɾkiʎaβa/
abarquillabais	/aβaɾkiʎaβais/
abarquillábamos	/aβaɾkiˈʎaβamos/
abarquillaban	/aβaɾkiʎaβan/
abarquillabas	/aβaɾkiʎaβas/
abarquillad	/aβaɾkiʎað/
abarquillada	/aβaɾkiʎaða/
abarquilladas	/aβaɾkiʎaðas/
abarquillado	/aβaɾkiʎaðo/
abarquillados	/aβaɾkiʎaðos/
abarquilláis	/aβaɾkiˈʎais/
abarquillamiento	/aβaɾkiʎamjento/
abarquillamientos	/aβaɾkiʎamjentos/
abarquillamos	/aβaɾkiʎamos/
abarquillan	/aβaɾkiʎan/
abarquillando	/aβaɾkiʎando/
abarquillar	/aβaɾkiʎaɾ/
abarquillará	/aβaɾkiʎaˈɾa/
abarquillara	/aβaɾkiʎaɾa/
abarquillarais	/aβaɾkiʎaɾais/
abarquilláramos	/aβaɾkiˈʎaɾamos/
abarquillarán	/aβaɾkiʎaˈɾan/
abarquillaran	/aβaɾkiʎaɾan/
abarquillarás	/aβaɾkiʎaˈɾas/
abarquillaras	/aβaɾkiʎaɾas/
abarquillaré	/aβaɾkiʎaˈɾe/
abarquillare	/aβaɾkiʎaɾe/
abarquillaréis	/aβaɾkiʎaˈɾeis/
abarquillareis	/aβaɾkiʎaɾeis/
abarquilláremos	/aβaɾkiˈʎaɾemos/
abarquillaremos	/aβaɾkiʎaɾemos/
abarquillaren	/aβaɾkiʎaɾen/
abarquillares	/aβaɾkiʎaɾes/
abarquillaría	/aβaɾkiʎaˈɾia/
abarquillaríais	/aβaɾkiʎaˈɾiais/
abarquillaríamos	/aβaɾkiʎaˈɾiamos/
abarquillarían	/aβaɾkiʎaˈɾian/
abarquillarías	/aβaɾkiʎaˈɾias/
abarquillaron	/aβaɾkiʎaɾon/
abarquillas	/aβaɾkiʎas/
abarquillase	/aβaɾkiʎase/
abarquillaseis	/aβaɾkiʎaseis/
abarquillásemos	/aβaɾkiˈʎasemos/
abarquillasen	/aβaɾkiʎasen/
abarquillases	/aβaɾkiʎases/
abarquillaste	/aβaɾkiʎaste/
abarquillasteis	/aβaɾkiʎasteis/
abarquillé	/aβaɾkiˈʎe/
abarquille	/aβaɾkiʎe/
abarquilléis	/aβaɾkiˈʎeis/
abarquillemos	/aβaɾkiʎemos/
abarquillen	/aβaɾkiʎen/
abarquilles	/aβaɾkiʎes/
abarquilló	/aβaɾkiˈʎo/
abarquillo	/aβaɾkiʎo/
abarraca	/aβaraka/
abarracaba	/aβarakaβa/
abarracabais	/aβarakaβais/
abarracábamos	/aβaraˈkaβamos/
abarracaban	/aβarakaβan/
abarracabas	/aβarakaβas/
abarracad	/aβarakað/
abarracada	/aβarakaða/
abarracadas	/aβarakaðas/
abarracado	/aβarakaðo/
abarracados	/aβarakaðos/
abarracáis	/aβaraˈkais/
abarracamos	/aβarakamos/
abarracan	/aβarakan/
abarracando	/aβarakando/
abarracar	/aβarakaɾ/
abarracará	/aβarakaˈɾa/
abarracara	/aβarakaɾa/
abarracarais	/aβarakaɾais/
abarracáramos	/aβaraˈkaɾamos/
abarracarán	/aβarakaˈɾan/
abarracaran	/aβarakaɾan/
abarracarás	/aβarakaˈɾas/
abarracaras	/aβarakaɾas/
abarracaré	/aβarakaˈɾe/
abarracare	/aβarakaɾe/
abarracaréis	/aβarakaˈɾeis/
abarracareis	/aβarakaɾeis/
abarracáremos	/aβaraˈkaɾemos/
abarracaremos	/aβarakaɾemos/
abarracaren	/aβarakaɾen/
abarracares	/aβarakaɾes/
abarracaría	/aβarakaˈɾia/
abarracaríais	/aβarakaˈɾiais/
abarracaríamos	/aβarakaˈɾiamos/
abarracarían	/aβarakaˈɾian/
abarracarías	/aβarakaˈɾias/
abarracaron	/aβarakaɾon/
abarracas	/aβarakas/
abarracase	/aβarakase/
abarracaseis	/aβarakaseis/
abarracásemos	/aβaraˈkasemos/
abarracasen	/aβarakasen/
abarracases	/aβarakases/
abarracaste	/aβarakaste/
abarracasteis	/aβarakasteis/
abarracó	/aβaraˈko/
abarraco	/aβarako/
abarragana	/aβaraɣana/
abarraganaba	/aβaraɣanaβa/
abarraganabais	/aβaraɣanaβais/
abarraganábamos	/aβaraɣaˈnaβamos/
abarraganaban	/aβaraɣanaβan/
abarraganabas	/aβaraɣanaβas/
abarraganad	/aβaraɣanað/
abarraganada	/aβaraɣanaða/
abarraganadas	/aβaraɣanaðas/
abarraganado	/aβaraɣanaðo/
abarraganados	/aβaraɣanaðos/
abarraganáis	/aβaraɣaˈnais/
abarraganamos	/aβaraɣanamos/
abarraganan	/aβaraɣanan/
abarraganando	/aβaraɣanando/
abarraganándome	/aβaraɣaˈnandome/
abarraganándonos	/aβaraɣaˈnandonos/
abarraganándoos	/aβaraɣaˈnandoos/
abarraganándose	/aβaraɣaˈnandose/
abarraganándote	/aβaraɣaˈnandote/
abarraganar	/aβaraɣanaɾ/
abarraganará	/aβaraɣanaˈɾa/
abarraganara	/aβaraɣanaɾa/
abarraganarais	/aβaraɣanaɾais/
abarraganáramos	/aβaraɣaˈnaɾamos/
abarraganarán	/aβaraɣanaˈɾan/
abarraganaran	/aβaraɣanaɾan/
abarraganarás	/aβaraɣanaˈɾas/
abarraganaras	/aβaraɣanaɾas/
abarraganaré	/aβaraɣanaˈɾe/
abarraganare	/aβaraɣanaɾe/
abarraganaréis	/aβaraɣanaˈɾeis/
abarraganareis	/aβaraɣanaɾeis/
abarraganáremos	/aβaraɣaˈnaɾemos/
abarraganaremos	/aβaraɣanaɾemos/
abarraganaren	/aβaraɣanaɾen/
abarraganares	/aβaraɣanaɾes/
abarraganaría	/aβaraɣanaˈɾia/
abarraganaríais	/aβaraɣanaˈɾiais/
abarraganaríamos	/aβaraɣanaˈɾiamos/
abarraganarían	/aβaraɣanaˈɾian/
abarraganarías	/aβaraɣanaˈɾias/
abarraganarme	/aβaraɣanaɾme/
abarraganarnos	/aβaraɣanaɾnos/
abarraganaron	/aβaraɣanaɾon/
abarraganaros	/aβaraɣanaɾos/
abarraganarse	/aβaraɣanaɾse/
abarraganarte	/aβaraɣanaɾte/
abarraganas	/aβaraɣanas/
abarraganase	/aβaraɣanase/
abarraganaseis	/aβaraɣanaseis/
abarraganásemos	/aβaraɣaˈnasemos/
abarraganasen	/aβaraɣanasen/
abarraganases	/aβaraɣanases/
abarraganaste	/aβaraɣanaste/
abarraganasteis	/aβaraɣanasteis/
abarragané	/aβaraɣaˈne/
abarragane	/aβaraɣane/
abarraganéis	/aβaraɣaˈneis/
abarraganemos	/aβaraɣanemos/
abarraganen	/aβaraɣanen/
abarraganes	/aβaraɣanes/
abarraganó	/aβaraɣaˈno/
abarragano	/aβaraɣano/
abarranca	/aβaraŋka/
abarrancaba	/aβaraŋkaβa/
abarrancabais	/aβaraŋkaβais/
abarrancábamos	/aβaraˈŋkaβamos/
abarrancaban	/aβaraŋkaβan/
abarrancabas	/aβaraŋkaβas/
abarrancad	/aβaraŋkað/
abarrancada	/aβaraŋkaða/
abarrancadas	/aβaraŋkaðas/
abarrancadero	/aβaraŋkaðeɾo/
abarrancaderos	/aβaraŋkaðeɾos/
abarrancado	/aβaraŋkaðo/
abarrancados	/aβaraŋkaðos/
abarrancáis	/aβaraˈŋkais/
abarrancamiento	/aβaraŋkamjento/
abarrancamientos	/aβaraŋkamjentos/
abarrancamos	/aβaraŋkamos/
abarrancan	/aβaraŋkan/
abarrancando	/aβaraŋkando/
abarrancar	/aβaraŋkaɾ/
abarrancará	/aβaraŋkaˈɾa/
abarrancara	/aβaraŋkaɾa/
abarrancarais	/aβaraŋkaɾais/
abarrancáramos	/aβaraˈŋkaɾamos/
abarrancarán	/aβaraŋkaˈɾan/
abarrancaran	/aβaraŋkaɾan/
abarrancarás	/aβaraŋkaˈɾas/
abarrancaras	/aβaraŋkaɾas/
abarrancaré	/aβaraŋkaˈɾe/
abarrancare	/aβaraŋkaɾe/
abarrancaréis	/aβaraŋkaˈɾeis/
abarrancareis	/aβaraŋkaɾeis/
abarrancáremos	/aβaraˈŋkaɾemos/
abarrancaremos	/aβaraŋkaɾemos/
abarrancaren	/aβaraŋkaɾen/
abarrancares	/aβaraŋkaɾes/
abarrancaría	/aβaraŋkaˈɾia/
abarrancaríais	/aβaraŋkaˈɾiais/
abarrancaríamos	/aβaraŋkaˈɾiamos/
abarrancarían	/aβaraŋkaˈɾian/
abarrancarías	/aβaraŋkaˈɾias/
abarrancaron	/aβaraŋkaɾon/
abarrancas	/aβaraŋkas/
abarrancase	/aβaraŋkase/
abarrancaseis	/aβaraŋkaseis/
abarrancásemos	/aβaraˈŋkasemos/
abarrancasen	/aβaraŋkasen/
abarrancases	/aβaraŋkases/
abarrancaste	/aβaraŋkaste/
abarrancasteis	/aβaraŋkasteis/
abarrancó	/aβaraˈŋko/
abarranco	/aβaraŋko/
abarranqué	/aβaraˈŋke/
abarranque	/aβaraŋke/
abarranquéis	/aβaraˈŋkeis/
abarranquemos	/aβaraŋkemos/
abarranquen	/aβaraŋken/
abarranques	/aβaraŋkes/
abarraqué	/aβaraˈke/
abarraque	/aβarake/
abarraquéis	/aβaraˈkeis/
abarraquemos	/aβarakemos/
abarraquen	/aβaraken/
abarraques	/aβarakes/
abarredera	/aβareðeɾa/
abarrederas	/aβareðeɾas/
abarrota	/aβarota/
abarrotaba	/aβarotaβa/
abarrotabais	/aβarotaβais/
abarrotábamos	/aβaroˈtaβamos/
abarrotaban	/aβarotaβan/
abarrotabas	/aβarotaβas/
abarrotad	/aβarotað/
abarrotada	/aβarotaða/
abarrotadas	/aβarotaðas/
abarrotado	/aβarotaðo/
abarrotados	/aβarotaðos/
abarrotáis	/aβaroˈtais/
abarrotamos	/aβarotamos/
abarrotan	/aβarotan/
abarrotando	/aβarotando/
abarrotar	/aβarotaɾ/
abarrotará	/aβarotaˈɾa/
abarrotara	/aβarotaɾa/
abarrotarais	/aβarotaɾais/
abarrotáramos	/aβaroˈtaɾamos/
abarrotarán	/aβarotaˈɾan/
abarrotaran	/aβarotaɾan/
abarrotarás	/aβarotaˈɾas/
abarrotaras	/aβarotaɾas/
abarrotaré	/aβarotaˈɾe/
abarrotare	/aβarotaɾe/
abarrotaréis	/aβarotaˈɾeis/
abarrotareis	/aβarotaɾeis/
abarrotáremos	/aβaroˈtaɾemos/
abarrotaremos	/aβarotaɾemos/
abarrotaren	/aβarotaɾen/
abarrotares	/aβarotaɾes/
abarrotaría	/aβarotaˈɾia/
abarrotaríais	/aβarotaˈɾiais/
abarrotaríamos	/aβarotaˈɾiamos/
abarrotarían	/aβarotaˈɾian/
abarrotarías	/aβarotaˈɾias/
abarrotaron	/aβarotaɾon/
abarrotas	/aβarotas/
abarrotase	/aβarotase/
abarrotaseis	/aβarotaseis/
abarrotásemos	/aβaroˈtasemos/
abarrotasen	/aβarotasen/
abarrotases	/aβarotases/
abarrotaste	/aβarotaste/
abarrotasteis	/aβarotasteis/
abarroté	/aβaroˈte/
abarrote	/aβarote/
abarrotéis	/aβaroˈteis/
abarrotemos	/aβarotemos/
abarroten	/aβaroten/
abarrotes	/aβarotes/
abarrotó	/aβaroˈto/
abarroto	/aβaroto/
abarse	/aβaɾse/
abarte	/aβaɾte/
abas	/aβas/
abase	/aβase/
abaseis	/aβaseis/
abásemos	/aˈβasemos/
abasen	/aβasen/
abases	/aβases/
abasta	/aβasta/
abastaba	/aβastaβa/
abastabais	/aβastaβais/
abastábamos	/aβaˈstaβamos/
abastaban	/aβastaβan/
abastabas	/aβastaβas/
abastad	/aβastað/
abastada	/aβastaða/
abastadas	/aβastaðas/
abastado	/aβastaðo/
abastados	/aβastaðos/
abastáis	/aβaˈstais/
abastamos	/aβastamos/
abastan	/aβastan/
abastando	/aβastando/
abastándola	/aβaˈstandola/
abastándolas	/aβaˈstandolas/
abastándole	/aβaˈstandole/
abastándoles	/aβaˈstandoles/
abastándolo	/aβaˈstandolo/
abastándolos	/aβaˈstandolos/
abastándome	/aβaˈstandome/
abastándonos	/aβaˈstandonos/
abastándoos	/aβaˈstandoos/
abastándose	/aβaˈstandose/
abastándote	/aβaˈstandote/
abastar	/aβastaɾ/
abastará	/aβastaˈɾa/
abastara	/aβastaɾa/
abastarais	/aβastaɾais/
abastáramos	/aβaˈstaɾamos/
abastarán	/aβastaˈɾan/
abastaran	/aβastaɾan/
abastarás	/aβastaˈɾas/
abastaras	/aβastaɾas/
abastarda	/aβastaɾða/
abastardaba	/aβastaɾðaβa/
abastardabais	/aβastaɾðaβais/
abastardábamos	/aβastaˈɾðaβamos/
abastardaban	/aβastaɾðaβan/
abastardabas	/aβastaɾðaβas/
abastardad	/aβastaɾðað/
abastardada	/aβastaɾðaða/
abastardadas	/aβastaɾðaðas/
abastardado	/aβastaɾðaðo/
abastardados	/aβastaɾðaðos/
abastardáis	/aβastaˈɾðais/
abastardamos	/aβastaɾðamos/
abastardan	/aβastaɾðan/
abastardando	/aβastaɾðando/
abastardar	/aβastaɾðaɾ/
abastardará	/aβastaɾðaˈɾa/
abastardara	/aβastaɾðaɾa/
abastardarais	/aβastaɾðaɾais/
abastardáramos	/aβastaˈɾðaɾamos/
abastardarán	/aβastaɾðaˈɾan/
abastardaran	/aβastaɾðaɾan/
abastardarás	/aβastaɾðaˈɾas/
abastardaras	/aβastaɾðaɾas/
abastardaré	/aβastaɾðaˈɾe/
abastardare	/aβastaɾðaɾe/
abastardaréis	/aβastaɾðaˈɾeis/
abastardareis	/aβastaɾðaɾeis/
abastardáremos	/aβastaˈɾðaɾemos/
abastardaremos	/aβastaɾðaɾemos/
abastardaren	/aβastaɾðaɾen/
abastardares	/aβastaɾðaɾes/
abastardaría	/aβastaɾðaˈɾia/
abastardaríais	/aβastaɾðaˈɾiais/
abastardaríamos	/aβastaɾðaˈɾiamos/
abastardarían	/aβastaɾðaˈɾian/
abastardarías	/aβastaɾðaˈɾias/
abastardaron	/aβastaɾðaɾon/
abastardas	/aβastaɾðas/
abastardase	/aβastaɾðase/
abastardaseis	/aβastaɾðaseis/
abastardásemos	/aβastaˈɾðasemos/
abastardasen	/aβastaɾðasen/
abastardases	/aβastaɾðases/
abastardaste	/aβastaɾðaste/
abastardasteis	/aβastaɾðasteis/
abastardé	/aβastaˈɾðe/
abastarde	/aβastaɾðe/
abastardéis	/aβastaˈɾðeis/
abastardemos	/aβastaɾðemos/
abastarden	/aβastaɾðen/
abastardes	/aβastaɾðes/
abastardó	/aβastaˈɾðo/
abastardo	/aβastaɾðo/
abastaré	/aβastaˈɾe/
abastare	/aβastaɾe/
abastaréis	/aβastaˈɾeis/
abastareis	/aβastaɾeis/
abastáremos	/aβaˈstaɾemos/
abastaremos	/aβastaɾemos/
abastaren	/aβastaɾen/
abastares	/aβastaɾes/
abastaría	/aβastaˈɾia/
abastaríais	/aβastaˈɾiais/
abastaríamos	/aβastaˈɾiamos/
abastarían	/aβastaˈɾian/
abastarías	/aβastaˈɾias/
abastarla	/aβastaɾla/
abastarlas	/aβastaɾlas/
abastarle	/aβastaɾle/
abastarles	/aβastaɾles/
abastarlo	/aβastaɾlo/
abastarlos	/aβastaɾlos/
abastarme	/aβastaɾme/
abastarnos	/aβastaɾnos/
abastaron	/aβastaɾon/
abastaros	/aβastaɾos/
abastarse	/aβastaɾse/
abastarte	/aβastaɾte/
abastas	/aβastas/
abastase	/aβastase/
abastaseis	/aβastaseis/
abastásemos	/aβaˈstasemos/
abastasen	/aβastasen/
abastases	/aβastases/
abastaste	/aβastaste/
abastasteis	/aβastasteis/
abasté	/aβaˈste/
abaste	/aβaste/
abastece	/aβastese/
abasteced	/aβasteseð/
abastecedor	/aβasteseðoɾ/
abastecedora	/aβasteseðoɾa/
abastecedoras	/aβasteseðoɾas/
abastecedores	/aβasteseðoɾes/
abastecéis	/aβasteˈseis/
abastecemos	/aβastesemos/
abastecen	/aβastesen/
abastecer	/aβasteseɾ/
abastecerá	/aβasteseˈɾa/
abastecerán	/aβasteseˈɾan/
abastecerás	/aβasteseˈɾas/
abasteceré	/aβasteseˈɾe/
abasteceréis	/aβasteseˈɾeis/
abasteceremos	/aβasteseɾemos/
abastecería	/aβasteseˈɾia/
abasteceríais	/aβasteseˈɾiais/
abasteceríamos	/aβasteseˈɾiamos/
abastecerían	/aβasteseˈɾian/
abastecerías	/aβasteseˈɾias/
abastecerla	/aβasteseɾla/
abastecerlas	/aβasteseɾlas/
abastecerle	/aβasteseɾle/
abastecerles	/aβasteseɾles/
abastecerlo	/aβasteseɾlo/
abastecerlos	/aβasteseɾlos/
abastecerme	/aβasteseɾme/
abastecernos	/aβasteseɾnos/
abasteceros	/aβasteseɾos/
abastecerse	/aβasteseɾse/
abastecerte	/aβasteseɾte/
abasteces	/aβasteses/
abastecí	/aβasteˈsi/
abastecía	/aβasteˈsia/
abastecíais	/aβasteˈsiais/
abastecíamos	/aβasteˈsiamos/
abastecían	/aβasteˈsian/
abastecías	/aβasteˈsias/
abastecida	/aβastesiða/
abastecidas	/aβastesiðas/
abastecido	/aβastesiðo/
abastecidos	/aβastesiðos/
abasteciendo	/aβastesjendo/
abasteciéndola	/aβasteˈsjendola/
abasteciéndolas	/aβasteˈsjendolas/
abasteciéndole	/aβasteˈsjendole/
abasteciéndoles	/aβasteˈsjendoles/
abasteciéndolo	/aβasteˈsjendolo/
abasteciéndolos	/aβasteˈsjendolos/
abasteciéndome	/aβasteˈsjendome/
abasteciéndonos	/aβasteˈsjendonos/
abasteciéndoos	/aβasteˈsjendoos/
abasteciéndose	/aβasteˈsjendose/
abasteciéndote	/aβasteˈsjendote/
abasteciera	/aβastesjeɾa/
abastecierais	/aβastesjeɾais/
abasteciéramos	/aβasteˈsjeɾamos/
abastecieran	/aβastesjeɾan/
abastecieras	/aβastesjeɾas/
abasteciere	/aβastesjeɾe/
abasteciereis	/aβastesjeɾeis/
abasteciéremos	/aβasteˈsjeɾemos/
abastecieren	/aβastesjeɾen/
abastecieres	/aβastesjeɾes/
abastecieron	/aβastesjeɾon/
abasteciese	/aβastesjese/
abastecieseis	/aβastesjeseis/
abasteciésemos	/aβasteˈsjesemos/
abasteciesen	/aβastesjesen/
abastecieses	/aβastesjeses/
abastecimiento	/aβastesimjento/
abastecimientos	/aβastesimjentos/
abastecimos	/aβastesimos/
abasteció	/aβasteˈsjo/
abasteciste	/aβastesiste/
abastecisteis	/aβastesisteis/
abastéis	/aβaˈsteis/
abasteis	/aβasteis/
abastemos	/aβastemos/
abasten	/aβasten/
abastero	/aβasteɾo/
abasteros	/aβasteɾos/
abastes	/aβastes/
abastezca	/aβasteska/
abastezcáis	/aβasteˈskais/
abastezcamos	/aβasteskamos/
abastezcan	/aβasteskan/
abastezcas	/aβasteskas/
abastezco	/aβastesko/
abastimiento	/aβastimjento/
abastimientos	/aβastimjentos/
abastiona	/aβastjona/
abastionaba	/aβastjonaβa/
abastionabais	/aβastjonaβais/
abastionábamos	/aβastjoˈnaβamos/
abastionaban	/aβastjonaβan/
abastionabas	/aβastjonaβas/
abastionad	/aβastjonað/
abastionada	/aβastjonaða/
abastionadas	/aβastjonaðas/
abastionado	/aβastjonaðo/
abastionados	/aβastjonaðos/
abastionáis	/aβastjoˈnais/
abastionamos	/aβastjonamos/
abastionan	/aβastjonan/
abastionando	/aβastjonando/
abastionar	/aβastjonaɾ/
abastionará	/aβastjonaˈɾa/
abastionara	/aβastjonaɾa/
abastionarais	/aβastjonaɾais/
abastionáramos	/aβastjoˈnaɾamos/
abastionarán	/aβastjonaˈɾan/
abastionaran	/aβastjonaɾan/
abastionarás	/aβastjonaˈɾas/
abastionaras	/aβastjonaɾas/
abastionaré	/aβastjonaˈɾe/
abastionare	/aβastjonaɾe/
abastionaréis	/aβastjonaˈɾeis/
abastionareis	/aβastjonaɾeis/
abastionáremos	/aβastjoˈnaɾemos/
abastionaremos	/aβastjonaɾemos/
abastionaren	/aβastjonaɾen/
abastionares	/aβastjonaɾes/
abastionaría	/aβastjonaˈɾia/
abastionaríais	/aβastjonaˈɾiais/
abastionaríamos	/aβastjonaˈɾiamos/
abastionarían	/aβastjonaˈɾian/
abastionarías	/aβastjonaˈɾias/
abastionaron	/aβastjonaɾon/
abastionas	/aβastjonas/
abastionase	/aβastjonase/
abastionaseis	/aβastjonaseis/
abastionásemos	/aβastjoˈnasemos/
abastionasen	/aβastjonasen/
abastionases	/aβastjonases/
abastionaste	/aβastjonaste/
abastionasteis	/aβastjonasteis/
abastioné	/aβastjoˈne/
abastione	/aβastjone/
abastionéis	/aβastjoˈneis/
abastionemos	/aβastjonemos/
abastionen	/aβastjonen/
abastiones	/aβastjones/
abastionó	/aβastjoˈno/
abastiono	/aβastjono/
abastó	/aβaˈsto/
abasto	/aβasto/
abastos	/aβastos/
abata	/aβata/
abatáis	/aβaˈtais/
abatamos	/aβatamos/
abatan	/aβatan/
abatana	/aβatana/
abatanaba	/aβatanaβa/
abatanabais	/aβatanaβais/
abatanábamos	/aβataˈnaβamos/
abatanaban	/aβatanaβan/
abatanabas	/aβatanaβas/
abatanad	/aβatanað/
abatanada	/aβatanaða/
abatanadas	/aβatanaðas/
abatanado	/aβatanaðo/
abatanados	/aβatanaðos/
abatanáis	/aβataˈnais/
abatanamos	/aβatanamos/
abatanan	/aβatanan/
abatanando	/aβatanando/
abatanar	/aβatanaɾ/
abatanará	/aβatanaˈɾa/
abatanara	/aβatanaɾa/
abatanarais	/aβatanaɾais/
abatanáramos	/aβataˈnaɾamos/
abatanarán	/aβatanaˈɾan/
abatanaran	/aβatanaɾan/
abatanarás	/aβatanaˈɾas/
abatanaras	/aβatanaɾas/
abatanaré	/aβatanaˈɾe/
abatanare	/aβatanaɾe/
abatanaréis	/aβatanaˈɾeis/
abatanareis	/aβatanaɾeis/
abatanáremos	/aβataˈnaɾemos/
abatanaremos	/aβatanaɾemos/
abatanaren	/aβatanaɾen/
abatanares	/aβatanaɾes/
abatanaría	/aβatanaˈɾia/
abatanaríais	/aβatanaˈɾiais/
abatanaríamos	/aβatanaˈɾiamos/
abatanarían	/aβatanaˈɾian/
abatanarías	/aβatanaˈɾias/
